balance,equity,free_balance,num_positions,realized_pnl,timestamp,total_risk,unrealized_pnl,used_balance
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T09:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T10:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T10:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T10:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T10:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T11:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T11:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T11:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T11:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T12:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T12:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T12:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T12:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T13:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T13:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T13:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T13:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T14:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T14:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T14:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T14:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T15:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T15:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T15:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T15:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T16:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T16:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T16:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T16:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T17:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T17:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T17:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T17:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T18:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T18:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T18:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T18:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T19:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T19:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T19:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T19:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T20:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T20:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T20:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T20:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T21:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T21:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T21:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T21:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T22:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T22:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T22:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T22:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T23:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T23:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T23:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-13T23:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T00:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T00:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T00:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T00:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T01:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T01:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T01:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T01:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T02:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T02:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T02:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T02:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T03:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T03:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T03:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T03:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T04:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T04:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T04:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T04:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T05:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T05:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T05:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T05:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T06:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T06:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T06:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T06:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T07:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T07:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T07:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T07:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T08:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T08:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T08:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T08:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T09:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T09:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T09:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T09:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T10:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T10:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T10:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T10:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T11:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T11:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T11:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T11:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T12:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T12:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T12:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T12:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T13:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T13:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T13:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T13:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T14:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T14:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T14:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T14:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T15:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T15:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T15:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T15:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T16:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T16:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T16:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T16:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T17:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T17:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T17:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T17:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T18:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T18:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T18:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T18:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T19:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T19:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T19:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T19:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T20:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T20:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T20:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T20:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T21:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T21:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T21:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T21:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T22:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T22:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T22:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T22:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T23:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T23:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T23:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-14T23:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T00:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T00:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T00:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T00:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T01:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T01:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T01:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T01:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T02:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T02:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T02:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T02:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T03:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T03:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T03:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T03:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T04:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T04:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T04:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T04:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T05:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T05:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T05:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T05:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T06:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T06:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T06:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T06:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T07:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T07:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T07:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T07:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T08:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T08:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T08:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T08:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T09:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T09:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T09:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T09:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T10:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T10:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T10:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T10:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T11:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T11:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T11:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T11:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T12:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T12:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T12:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T12:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T13:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T13:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T13:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T13:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T14:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T14:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T14:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T14:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T15:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T15:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T15:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T15:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T16:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T16:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T16:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T16:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T17:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T17:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T17:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T17:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T18:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T18:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T18:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T18:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T19:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T19:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T19:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T19:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T20:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T20:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T20:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T20:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T21:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T21:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T21:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T21:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T22:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T22:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T22:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T22:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T23:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T23:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T23:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-15T23:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T00:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T00:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T00:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T00:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T01:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T01:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T01:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T01:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T02:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T02:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T02:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T02:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T03:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T03:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T03:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T03:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T04:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T04:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T04:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T04:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T05:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T05:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T05:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T05:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T06:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T06:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T06:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T06:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T07:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T07:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T07:30:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T07:45:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T08:00:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T08:15:00,0,0,0
8997.820559923606,8997.820559923606,8997.820559923606,0,0.0,2025-07-16T08:30:00,0,0,0
